0.770786617968393,-36149.40648585389,-33629.54432027778,4088,8
0.49923969051639905,-36243.38913994803,-33537.009347733074,1897,3
0.0684605897456092,-37062.632052586116,-33649.329078519724,1927,6
0.4253638722920904,-36437.98721778366,-33488.74744995239,4911,5
0.31022201668476923,-37080.03304924389,-33499.8189398342,6397,5
0.21171990637384308,-36981.62440745649,-33573.60901468893,3684,1
0.6984930766731791,-36437.51042690582,-33466.6987526935,2570,2
0.8089896239157829,-36499.6193577695,-33657.153194953185,5884,5
0.8450474453202348,-35914.5377392789,-33476.25911630703,82764,0
0.9088225782450667,-35858.71866287014,-33475.5625793728,111418,0
0.08515138767108898,-35884.88378675386,-33458.20650105459,137797,0
0.8429648809150732,-35863.180606099326,-33459.17061922488,192239,0
0.4453369524488364,-35857.57618295214,-33452.47672124121,216133,0
0.9354366546160634,-35884.344961227995,-33452.47672124425,220804,0
0.582818647407723,-35862.595545756565,-33464.3214464317,330542,2
0.6803740397199932,-35880.40693179871,-33462.64175328116,334301,0
0.21587943349662153,-35886.71158850196,-33452.476721245075,216659,0
0.780731297549106,-35871.78977783368,-33481.68886307209,343023,0
0.05984638724601676,-35901.447597831626,-33464.32144643254,343866,2
0.4737173576582012,-35900.52240014211,-33474.20073086124,142145,0
0.5366832200812769,-35837.41863804429,-33453.48867509491,247254,0
0.15928005310997928,-35895.51553093033,-33459.39424152967,54342,0
0.31067261677300495,-35862.399837634366,-33467.73216224062,109611,0
0.04428660360085801,-35867.475098453724,-33488.770600729105,467385,4
0.4714069550275102,-35846.401075177804,-33464.2410275028,564228,0
0.4339514856421113,-35857.78795390114,-33464.24103144821,382720,0
0.579489024179573,-35888.17053567157,-33462.64175323389,304722,0
0.02649989344162962,-35876.64642984251,-33513.50724155676,251255,0
0.23722177048696758,-35860.13317800579,-33458.27152116079,132985,0
0.7444694187368829,-35859.39897836636,-33420.2528466633,277571,0
0.05446788406187397,-35860.796320789,-33462.641749973605,101487,0
0.6554625532782702,-35879.46122073089,-33452.809721739475,9969,433
0.013332337321245502,-35856.3993342647,-33458.59800672755,121786,0
0.040812260046418025,-35851.39619577755,-33667.45191511941,140025,2802
0.8231898998812973,-35852.93636718697,-33570.54162644142,181245,35551
0.4675844928943871,-35866.08425875689,-33464.24102729927,138626,0
0.7156453022070481,-35850.57889683171,-33421.709443754175,75485,214
